word,word_len,uni_prob,uni_prob_smoothed,uni_prob_freq_weighted,uni_prob_freq_weighted_smoothed,bi_prob,bi_prob_freq_weighted,bi_prob_smoothed,bi_prob_freq_weighted_smoothed,pos_uni_score,pos_uni_score_freq_weighted,pos_uni_score_smoothed,pos_uni_score_freq_weighted_smoothed,pos_bi_score,pos_bi_score_freq_weighted,pos_bi_score_smoothed,pos_bi_score_freq_weighted_smoothed
si x,2,-7.26137415438808,-7.242799076514997,-6.964611085757539,-6.961892081769326,-inf,-inf,-9.2890014550344,-8.906144589794495,1.07079802259887,1.071096575900791,1.0704634661835748,1.0710316498649783,1,1,1.0007974481658692,1.0006107223355551
drz m,2,-8.724208592630305,-8.479561703663924,-9.683287407772951,-9.404837514738954,-inf,-inf,-9.829075890548621,-10.031193264323331,1.0673552259887005,1.053540462490538,1.0671422101449275,1.053824817950016,1,1,1.0007974481658692,1.0006107223355551
zi m,2,-8.03106141207036,-7.919945915728501,-8.239334837056735,-8.179518711663693,-inf,-inf,-9.625951206124903,-9.399668263156173,1.0699593926553672,1.0594472078407013,1.0695576690821256,1.0595454025421525,1,1,1.0007974481658692,1.0006107223355551
f n,2,-6.592196163941131,-6.592492054631544,-6.793490203193592,-6.78637032149191,-inf,-inf,-7.888246239485287,-8.223036006908174,1.122660663841808,1.110855054696077,1.1185839371980675,1.1094832451122476,1,1,1.0007974481658692,1.0006107223355551
dz ni,2,-8.770728608265198,-8.635565952140505,-9.428365742906974,-9.32320577189924,-inf,-inf,-9.113103336978144,-9.103874900441959,1.0388859463276836,1.0358059685954495,1.0409118357487923,1.0368190597089895,1,1,1.0007974481658692,1.0006107223355551
r w,2,-6.055298299865365,-6.07411922523017,-5.804930256932023,-5.817016315909356,-inf,-inf,-9.037362126959554,-9.547703323559679,1.0632062146892656,1.0904800627113769,1.0634057971014494,1.0894088362527017,1,1,1.0007974481658692,1.0006107223355551
dz j,2,-7.7721997781540715,-7.666165394952401,-8.18896108278626,-8.106195425800742,-inf,-inf,-8.66979587568682,-8.68813744533329,1.0530102401129944,1.0665775291432296,1.0539326690821256,1.0663876747012762,1,1,1.0007974481658692,1.0006107223355551
cz l,2,-7.196835633250509,-7.175743564368272,-7.365788096084375,-7.35051460137786,-6.657034959897692,-inf,-7.5875029686945545,-8.463757962949355,1.0797139830508475,1.0899151308904977,1.078653381642512,1.0888956753186043,1.002824858757062,1.0,1.0015948963317385,1.0006107223355551
n w,2,-7.036127552877092,-7.026128039706405,-7.172898418940808,-7.162043823963277,-inf,-inf,-9.621310015554506,-9.21432501217951,1.0475812146892656,1.0835142933582407,1.048913043478261,1.0826626045342773,1,1,1.0007974481658692,1.0006107223355551
rz j,2,-6.16276186571997,-6.178088339522569,-6.685862128018415,-6.68408273076542,-6.356107660695891,-inf,-7.059538626869316,-8.817358144038316,1.0712394067796611,1.0716467050290617,1.070840881642512,1.0712970872031236,1.002824858757062,1.0,1.0015948963317385,1.0006107223355551
