word,word_len,uni_prob,uni_prob_freq_weighted,bi_prob,bi_prob_freq_weighted,bi_prob_smoothed,bi_prob_freq_weighted_smoothed,pos_uni_score,pos_uni_score_freq_weighted,pos_uni_score_smoothed,pos_uni_score_freq_weighted_smoothed,pos_bi_score,pos_bi_score_freq_weighted,pos_bi_score_smoothed,pos_bi_score_freq_weighted_smoothed
B IH M F,4,-14.134191396335437,-14.159330854744026,-15.777858931977672,-15.722544533814062,-15.780160239583484,-15.722645902845688,1.2171689457541188,1.2163226486285392,1.2169198600124753,1.2162621636046258,1.0134663912965751,1.0140542687670353,1.0125489222512354,1.0138019316804323
B IH M F,4,-14.134191396335437,-14.159330854744026,-15.777858931977672,-15.722544533814062,-15.780160239583484,-15.722645902845688,1.2171689457541188,1.2163226486285392,1.2169198600124753,1.2162621636046258,1.0134663912965751,1.0140542687670353,1.0125489222512354,1.0138019316804323
B IH M F,4,-14.134191396335437,-14.159330854744026,-15.777858931977672,-15.722544533814062,-15.780160239583484,-15.722645902845688,1.2171689457541188,1.2163226486285392,1.2169198600124753,1.2162621636046258,1.0134663912965751,1.0140542687670353,1.0125489222512354,1.0138019316804323
B IH M F,4,-14.134191396335437,-14.159330854744026,-15.777858931977672,-15.722544533814062,-15.780160239583484,-15.722645902845688,1.2171689457541188,1.2163226486285392,1.2169198600124753,1.2162621636046258,1.0134663912965751,1.0140542687670353,1.0125489222512354,1.0138019316804323
B IH M F,4,-14.134191396335437,-14.159330854744026,-15.777858931977672,-15.722544533814062,-15.780160239583484,-15.722645902845688,1.2171689457541188,1.2163226486285392,1.2169198600124753,1.2162621636046258,1.0134663912965751,1.0140542687670353,1.0125489222512354,1.0138019316804323
B IH M F,4,-14.134191396335437,-14.159330854744026,-15.777858931977672,-15.722544533814062,-15.780160239583484,-15.722645902845688,1.2171689457541188,1.2163226486285392,1.2169198600124753,1.2162621636046258,1.0134663912965751,1.0140542687670353,1.0125489222512354,1.0138019316804323
B IH M F,4,-14.134191396335437,-14.159330854744026,-15.777858931977672,-15.722544533814062,-15.780160239583484,-15.722645902845688,1.2171689457541188,1.2163226486285392,1.2169198600124753,1.2162621636046258,1.0134663912965751,1.0140542687670353,1.0125489222512354,1.0138019316804323
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
B R EH L,4,-13.105947088071906,-13.071947433827345,-11.681020026975691,-11.557499328236272,-11.71247610054547,-11.565697085720963,1.2053987261989374,1.2086582504455614,1.2051693102660122,1.2085997446375638,1.0171505205910039,1.0179713701721047,1.0159359490383237,1.01763527539552
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K AH N IH F T,6,-17.221952527566696,-17.234519862042042,-16.623132441075615,-16.475741754349816,-16.643793739694463,-16.481582396444345,1.4571986179668681,1.462815414458312,1.4564054566327034,1.4626046218823703,1.054291781156433,1.0551794039057358,1.0501957730001867,1.0540850641698016
K L OW P,4,-13.720528044524954,-13.749945292085815,-15.055132779667073,-14.889613438925647,-15.077989958581355,-14.895799226077381,1.196724746914225,1.1968457485038502,1.196515411155952,1.1967937269941087,1.0091654747966459,1.0095950573620132,1.0085975602348953,1.0094381116843563
K L OW P,4,-13.720528044524954,-13.749945292085815,-15.055132779667073,-14.889613438925647,-15.077989958581355,-14.895799226077381,1.196724746914225,1.1968457485038502,1.196515411155952,1.1967937269941087,1.0091654747966459,1.0095950573620132,1.0085975602348953,1.0094381116843563
K L OW P,4,-13.720528044524954,-13.749945292085815,-15.055132779667073,-14.889613438925647,-15.077989958581355,-14.895799226077381,1.196724746914225,1.1968457485038502,1.196515411155952,1.1967937269941087,1.0091654747966459,1.0095950573620132,1.0085975602348953,1.0094381116843563
K L OW P,4,-13.720528044524954,-13.749945292085815,-15.055132779667073,-14.889613438925647,-15.077989958581355,-14.895799226077381,1.196724746914225,1.1968457485038502,1.196515411155952,1.1967937269941087,1.0091654747966459,1.0095950573620132,1.0085975602348953,1.0094381116843563
K L OW P,4,-13.720528044524954,-13.749945292085815,-15.055132779667073,-14.889613438925647,-15.077989958581355,-14.895799226077381,1.196724746914225,1.1968457485038502,1.196515411155952,1.1967937269941087,1.0091654747966459,1.0095950573620132,1.0085975602348953,1.0094381116843563
K L OW P,4,-13.720528044524954,-13.749945292085815,-15.055132779667073,-14.889613438925647,-15.077989958581355,-14.895799226077381,1.196724746914225,1.1968457485038502,1.196515411155952,1.1967937269941087,1.0091654747966459,1.0095950573620132,1.0085975602348953,1.0094381116843563
K L OW P,4,-13.720528044524954,-13.749945292085815,-15.055132779667073,-14.889613438925647,-15.077989958581355,-14.895799226077381,1.196724746914225,1.1968457485038502,1.196515411155952,1.1967937269941087,1.0091654747966459,1.0095950573620132,1.0085975602348953,1.0094381116843563
K L OW P,4,-13.720528044524954,-13.749945292085815,-15.055132779667073,-14.889613438925647,-15.077989958581355,-14.895799226077381,1.196724746914225,1.1968457485038502,1.196515411155952,1.1967937269941087,1.0091654747966459,1.0095950573620132,1.0085975602348953,1.0094381116843563
K L OW P,4,-13.720528044524954,-13.749945292085815,-15.055132779667073,-14.889613438925647,-15.077989958581355,-14.895799226077381,1.196724746914225,1.1968457485038502,1.196515411155952,1.1967937269941087,1.0091654747966459,1.0095950573620132,1.0085975602348953,1.0094381116843563
K L OW P,4,-13.720528044524954,-13.749945292085815,-15.055132779667073,-14.889613438925647,-15.077989958581355,-14.895799226077381,1.196724746914225,1.1968457485038502,1.196515411155952,1.1967937269941087,1.0091654747966459,1.0095950573620132,1.0085975602348953,1.0094381116843563
K L OW P,4,-13.720528044524954,-13.749945292085815,-15.055132779667073,-14.889613438925647,-15.077989958581355,-14.895799226077381,1.196724746914225,1.1968457485038502,1.196515411155952,1.1967937269941087,1.0091654747966459,1.0095950573620132,1.0085975602348953,1.0094381116843563
K L OW P,4,-13.720528044524954,-13.749945292085815,-15.055132779667073,-14.889613438925647,-15.077989958581355,-14.895799226077381,1.196724746914225,1.1968457485038502,1.196515411155952,1.1967937269941087,1.0091654747966459,1.0095950573620132,1.0085975602348953,1.0094381116843563
K L OW P,4,-13.720528044524954,-13.749945292085815,-15.055132779667073,-14.889613438925647,-15.077989958581355,-14.895799226077381,1.196724746914225,1.1968457485038502,1.196515411155952,1.1967937269941087,1.0091654747966459,1.0095950573620132,1.0085975602348953,1.0094381116843563
K L OW P,4,-13.720528044524954,-13.749945292085815,-15.055132779667073,-14.889613438925647,-15.077989958581355,-14.895799226077381,1.196724746914225,1.1968457485038502,1.196515411155952,1.1967937269941087,1.0091654747966459,1.0095950573620132,1.0085975602348953,1.0094381116843563
