Subject,Nonword,ARPA,TrialNum,TestOrControl,Naturalness,Type,Hwi_ConstraintWeight,Hwi_Score,Albright2009,Task,TaskOrder,SubjectResponse,LogResponse
2,pneck,P N EH K,43,test,natural,NatTest,4.21,4,0.00000787,line,1,13.03873,2.567924159
3,pneck,P N EH K,7,test,natural,NatTest,4.21,4,0.00000787,line,2,50.16652,3.915347872
4,pneck,P N EH K,63,test,natural,NatTest,4.21,4,0.00000787,line,1,13.02246,2.566675559
5,pneck,P N EH K,53,test,natural,NatTest,4.21,4,0.00000787,line,2,17.58032,2.866780095
6,pneck,P N EH K,50,test,natural,NatTest,4.21,4,0.00000787,line,1,54.75631,4.002892613
7,pneck,P N EH K,29,test,natural,NatTest,4.21,4,0.00000787,line,2,59.04154,4.078241264
8,pneck,P N EH K,80,test,natural,NatTest,4.21,4,0.00000787,line,2,16.27808,2.789819418
9,pneck,P N EH K,40,test,natural,NatTest,4.21,4,0.00000787,line,1,82.05183,4.407351121
10,pneck,P N EH K,29,test,natural,NatTest,4.21,4,0.00000787,line,1,16.97743,2.831884815
11,pneck,P N EH K,46,test,natural,NatTest,4.21,4,0.00000787,line,1,53.26976,3.975368816
12,pneck,P N EH K,61,test,natural,NatTest,4.21,4,0.00000787,line,2,35.21486,3.561468153
13,pneck,P N EH K,63,test,natural,NatTest,4.21,4,0.00000787,line,2,14.97583,2.706437568
14,pneck,P N EH K,76,test,natural,NatTest,4.21,4,0.00000787,line,2,50.35352,3.919068527
15,pneck,P N EH K,1,test,natural,NatTest,4.21,4,0.00000787,line,2,30.75,3.425889994
16,pneck,P N EH K,19,test,natural,NatTest,4.21,4,0.00000787,line,2,7.813477,2.055850063
17,pneck,P N EH K,28,test,natural,NatTest,4.21,4,0.00000787,line,2,74.85503,4.31555331
18,pneck,P N EH K,3,test,natural,NatTest,4.21,4,0.00000787,line,2,81.39038,4.399257084
19,pneck,P N EH K,72,test,natural,NatTest,4.21,4,0.00000787,line,1,29.30777,3.377852669
20,pneck,P N EH K,57,test,natural,NatTest,4.21,4,0.00000787,line,2,90.28906,4.503016301
21,pneck,P N EH K,35,test,natural,NatTest,4.21,4,0.00000787,line,2,127.6351,4.849175411
22,pneck,P N EH K,5,test,natural,NatTest,4.21,4,0.00000787,line,2,108.0864,4.682930907
23,pneck,P N EH K,34,test,natural,NatTest,4.21,4,0.00000787,line,2,41.02592,3.714204062
24,pneck,P N EH K,31,test,natural,NatTest,4.21,4,0.00000787,line,2,155.6198,5.047415853
25,pneck,P N EH K,44,test,natural,NatTest,4.21,4,0.00000787,line,2,9.115723,2.210000725
26,pneck,P N EH K,24,test,natural,NatTest,4.21,4,0.00000787,line,1,113.9465,4.73572904
27,pneck,P N EH K,77,test,natural,NatTest,4.21,4,0.00000787,line,2,103.4339,4.638932761
28,pneck,P N EH K,26,test,natural,NatTest,4.21,4,0.00000787,line,2,14.97583,2.706437568
29,pneck,P N EH K,71,test,natural,NatTest,4.21,4,0.00000787,line,2,10.9815,2.396212039
1,pwickon,P W IH K AH N,7,test,natural,NatTest,4.068,4,0.000000805,line,2,76.39844,4.335962277
2,pwickon,P W IH K AH N,65,test,natural,NatTest,4.068,4,0.000000805,line,1,23.44043,3.154462309
3,pwickon,P W IH K AH N,63,test,natural,NatTest,4.068,4,0.000000805,line,2,154.4097,5.039609459
4,pwickon,P W IH K AH N,80,test,natural,NatTest,4.068,4,0.000000805,line,1,11.06909,2.404156539
5,pwickon,P W IH K AH N,2,test,natural,NatTest,4.068,4,0.000000805,line,2,84.00497,4.430875964
6,pwickon,P W IH K AH N,56,test,natural,NatTest,4.068,4,0.000000805,line,1,85.29961,4.446169882
7,pwickon,P W IH K AH N,14,test,natural,NatTest,4.068,4,0.000000805,line,2,46.8889,3.847780974
8,pwickon,P W IH K AH N,74,test,natural,NatTest,4.068,4,0.000000805,line,2,70.32129,4.253074598
9,pwickon,P W IH K AH N,39,test,natural,NatTest,4.068,4,0.000000805,line,1,496.8585,6.208305277
10,pwickon,P W IH K AH N,22,test,natural,NatTest,4.068,4,0.000000805,line,1,13.89063,2.631214512
11,pwickon,P W IH K AH N,42,test,natural,NatTest,4.068,4,0.000000805,line,1,55.75509,4.020968707
12,pwickon,P W IH K AH N,71,test,natural,NatTest,4.068,4,0.000000805,line,2,75.10811,4.318928542
13,pwickon,P W IH K AH N,35,test,natural,NatTest,4.068,4,0.000000805,line,2,35.16667,3.560098759
14,pwickon,P W IH K AH N,43,test,natural,NatTest,4.068,4,0.000000805,line,2,10.41797,2.3435322
15,pwickon,P W IH K AH N,60,test,natural,NatTest,4.068,4,0.000000805,line,2,22.5,3.113515309
16,pwickon,P W IH K AH N,18,test,natural,NatTest,4.068,4,0.000000805,line,2,95.85673,4.562854681
17,pwickon,P W IH K AH N,22,test,natural,NatTest,4.068,4,0.000000805,line,2,77.94566,4.356011917
18,pwickon,P W IH K AH N,60,test,natural,NatTest,4.068,4,0.000000805,line,2,285.1926,5.653164741
19,pwickon,P W IH K AH N,40,test,natural,NatTest,4.068,4,0.000000805,line,1,27.99829,3.332143437
20,pwickon,P W IH K AH N,76,test,natural,NatTest,4.068,4,0.000000805,line,2,170.1624,5.136753275
21,pwickon,P W IH K AH N,71,test,natural,NatTest,4.068,4,0.000000805,line,2,82.71569,4.415409306
22,pwickon,P W IH K AH N,29,test,natural,NatTest,4.068,4,0.000000805,line,2,135.4398,4.908527261
23,pwickon,P W IH K AH N,55,test,natural,NatTest,4.068,4,0.000000805,line,2,54.69434,4.001760231
24,pwickon,P W IH K AH N,4,test,natural,NatTest,4.068,4,0.000000805,line,2,130.2262,4.869272938
25,pwickon,P W IH K AH N,6,test,natural,NatTest,4.068,4,0.000000805,line,2,67.7168,4.215334303
26,pwickon,P W IH K AH N,49,test,natural,NatTest,4.068,4,0.000000805,line,1,45.57861,3.819438528
27,pwickon,P W IH K AH N,73,test,natural,NatTest,4.068,4,0.000000805,line,2,409.0017,6.013719313
28,pwickon,P W IH K AH N,27,test,natural,NatTest,4.068,4,0.000000805,line,2,79.46102,4.375266587
29,pwickon,P W IH K AH N,30,test,natural,NatTest,4.068,4,0.000000805,line,2,72.57872,4.284671766
1,rufk,R AH F K,79,test,natural,NatTest,2.676,3,0.00000127,line,2,73.05486,4.291210666
2,rufk,R AH F K,26,test,natural,NatTest,2.676,3,0.00000127,line,1,29.95166,3.399584749
3,rufk,R AH F K,20,test,natural,NatTest,2.676,3,0.00000127,line,2,34.73513,3.547751567
4,rufk,R AH F K,71,test,natural,NatTest,2.676,3,0.00000127,line,1,26.69604,3.28451524
5,rufk,R AH F K,76,test,natural,NatTest,2.676,3,0.00000127,line,2,35.16064,3.559927275
6,rufk,R AH F K,17,test,natural,NatTest,2.676,3,0.00000127,line,1,58.60107,4.070752956
7,rufk,R AH F K,7,test,natural,NatTest,2.676,3,0.00000127,line,2,138.0818,4.927846263
8,rufk,R AH F K,1,test,natural,NatTest,2.676,3,0.00000127,line,2,56.65144,4.036917406
9,rufk,R AH F K,13,test,natural,NatTest,2.676,3,0.00000127,line,1,48.83857,3.88852037
10,rufk,R AH F K,52,test,natural,NatTest,2.676,3,0.00000127,line,1,16.20573,2.785364883
11,rufk,R AH F K,56,test,natural,NatTest,2.676,3,0.00000127,line,1,63.27951,4.14756158
12,rufk,R AH F K,77,test,natural,NatTest,2.676,3,0.00000127,line,2,NA,NA
13,rufk,R AH F K,72,test,natural,NatTest,2.676,3,0.00000127,line,2,28.06635,3.33457135
14,rufk,R AH F K,41,test,natural,NatTest,2.676,3,0.00000127,line,2,30.49716,3.417633565
15,rufk,R AH F K,55,test,natural,NatTest,2.676,3,0.00000127,line,2,91.51229,4.51647328
16,rufk,R AH F K,23,test,natural,NatTest,2.676,3,0.00000127,line,2,66.42731,4.196108267
17,rufk,R AH F K,32,test,natural,NatTest,2.676,3,0.00000127,line,2,66.3708,4.195257201
18,rufk,R AH F K,37,test,natural,NatTest,2.676,3,0.00000127,line,2,20.84611,3.03716736
19,rufk,R AH F K,50,test,natural,NatTest,2.676,3,0.00000127,line,1,35.18475,3.56061275
20,rufk,R AH F K,15,test,natural,NatTest,2.676,3,0.00000127,line,2,69.45313,4.240652137
21,rufk,R AH F K,74,test,natural,NatTest,2.676,3,0.00000127,line,2,59.90686,4.092791023
22,rufk,R AH F K,78,test,natural,NatTest,2.676,3,0.00000127,line,2,50.17451,3.915507129
23,rufk,R AH F K,74,test,natural,NatTest,2.676,3,0.00000127,line,2,42.97412,3.760598074
24,rufk,R AH F K,34,test,natural,NatTest,2.676,3,0.00000127,line,2,80.73926,4.39122495
25,rufk,R AH F K,78,test,natural,NatTest,2.676,3,0.00000127,line,2,4.557861,1.516853435
26,rufk,R AH F K,55,test,natural,NatTest,2.676,3,0.00000127,line,1,132.1796,4.884161604
27,rufk,R AH F K,52,test,natural,NatTest,2.676,3,0.00000127,line,2,69.45313,4.240652137
28,rufk,R AH F K,31,test,natural,NatTest,2.676,3,0.00000127,line,2,151.7173,5.022018921
29,rufk,R AH F K,21,test,natural,NatTest,2.676,3,0.00000127,line,2,63.23311,4.146828056
1,sadekp,S AH D EH K P,6,test,natural,NatTest,3.032,3,6.49E-08,line,2,41.75319,3.731775856
2,sadekp,S AH D EH K P,80,test,natural,NatTest,3.032,3,6.49E-08,line,1,5.208984,1.650384827
3,sadekp,S AH D EH K P,18,test,natural,NatTest,3.032,3,6.49E-08,line,2,14.66233,2.68528162
4,sadekp,S AH D EH K P,24,test,natural,NatTest,3.032,3,6.49E-08,line,1,7.162354,1.968838698
5,sadekp,S AH D EH K P,77,test,natural,NatTest,3.032,3,6.49E-08,line,2,14.32471,2.661986018
6,sadekp,S AH D EH K P,66,test,natural,NatTest,3.032,3,6.49E-08,line,1,14.97583,2.706437568
7,sadekp,S AH D EH K P,40,test,natural,NatTest,3.032,3,6.49E-08,line,2,29.53034,3.385418209
8,sadekp,S AH D EH K P,34,test,natural,NatTest,3.032,3,6.49E-08,line,2,23.44947,3.154847893
9,sadekp,S AH D EH K P,19,test,natural,NatTest,3.032,3,6.49E-08,line,1,54.70984,4.002043584
10,sadekp,S AH D EH K P,72,test,natural,NatTest,3.032,3,6.49E-08,line,1,10.03212,2.305791946
11,sadekp,S AH D EH K P,44,test,natural,NatTest,3.032,3,6.49E-08,line,1,10.03212,2.305791946
12,sadekp,S AH D EH K P,44,test,natural,NatTest,3.032,3,6.49E-08,line,2,13.68908,2.616598435
13,sadekp,S AH D EH K P,45,test,natural,NatTest,3.032,3,6.49E-08,line,2,18.88257,2.938239274
14,sadekp,S AH D EH K P,62,test,natural,NatTest,3.032,3,6.49E-08,line,2,11.28613,2.423574538
15,sadekp,S AH D EH K P,77,test,natural,NatTest,3.032,3,6.49E-08,line,2,37.5075,3.624540913
16,sadekp,S AH D EH K P,66,test,natural,NatTest,3.032,3,6.49E-08,line,2,28.00586,3.332413774
17,sadekp,S AH D EH K P,46,test,natural,NatTest,3.032,3,6.49E-08,line,2,42.45059,3.748340811
18,sadekp,S AH D EH K P,34,test,natural,NatTest,3.032,3,6.49E-08,line,2,18.88257,2.938239274
19,sadekp,S AH D EH K P,47,test,natural,NatTest,3.032,3,6.49E-08,line,1,59.91747,4.092968115
20,sadekp,S AH D EH K P,48,test,natural,NatTest,3.032,3,6.49E-08,line,2,51.22168,3.93616288
21,sadekp,S AH D EH K P,1,test,natural,NatTest,3.032,3,6.49E-08,line,2,26.69604,3.28451524
22,sadekp,S AH D EH K P,20,test,natural,NatTest,3.032,3,6.49E-08,line,2,59.25577,4.081863159
23,sadekp,S AH D EH K P,60,test,natural,NatTest,3.032,3,6.49E-08,line,2,55.34929,4.013663832
24,sadekp,S AH D EH K P,62,test,natural,NatTest,3.032,3,6.49E-08,line,2,64.46118,4.166063182
25,sadekp,S AH D EH K P,3,test,natural,NatTest,3.032,3,6.49E-08,line,2,20.18481,3.004930341
26,sadekp,S AH D EH K P,2,test,natural,NatTest,3.032,3,6.49E-08,line,1,70.32129,4.253074598
27,sadekp,S AH D EH K P,53,test,natural,NatTest,3.032,3,6.49E-08,line,2,26.23785,3.267203025
28,sadekp,S AH D EH K P,11,test,natural,NatTest,3.032,3,6.49E-08,line,2,155.6184,5.047406857
29,sadekp,S AH D EH K P,23,test,natural,NatTest,3.032,3,6.49E-08,line,2,54.94183,4.006274989
1,shapenr,SH AH P EH N R,64,test,natural,NatTest,3.015,3,0.000000167,line,2,62.65836,4.137697112
2,shapenr,SH AH P EH N R,59,test,natural,NatTest,3.015,3,0.000000167,line,1,17.58032,2.866780095
3,shapenr,SH AH P EH N R,6,test,natural,NatTest,3.015,3,0.000000167,line,2,39.38702,3.67343632
4,shapenr,SH AH P EH N R,10,test,natural,NatTest,3.015,3,0.000000167,line,1,21.48706,3.067450893
5,shapenr,SH AH P EH N R,71,test,natural,NatTest,3.015,3,0.000000167,line,2,37.11401,3.613994526
6,shapenr,SH AH P EH N R,65,test,natural,NatTest,3.015,3,0.000000167,line,1,11.06909,2.404156539
7,shapenr,SH AH P EH N R,39,test,natural,NatTest,3.015,3,0.000000167,line,2,30.38574,3.413973419
8,shapenr,SH AH P EH N R,12,test,natural,NatTest,3.015,3,0.000000167,line,2,83.34375,4.422973621
9,shapenr,SH AH P EH N R,34,test,natural,NatTest,3.015,3,0.000000167,line,1,89.85498,4.498197037
10,shapenr,SH AH P EH N R,41,test,natural,NatTest,3.015,3,0.000000167,line,1,16.99496,2.83291683
11,shapenr,SH AH P EH N R,41,test,natural,NatTest,3.015,3,0.000000167,line,1,37.04971,3.612260524
12,shapenr,SH AH P EH N R,1,test,natural,NatTest,3.015,3,0.000000167,line,2,45.58326,3.819540544
13,shapenr,SH AH P EH N R,68,test,natural,NatTest,3.015,3,0.000000167,line,2,22.22419,3.101181335
14,shapenr,SH AH P EH N R,37,test,natural,NatTest,3.015,3,0.000000167,line,2,46.8889,3.847780974
15,shapenr,SH AH P EH N R,22,test,natural,NatTest,3.015,3,0.000000167,line,2,35.25,3.562465529
16,shapenr,SH AH P EH N R,55,test,natural,NatTest,3.015,3,0.000000167,line,2,11.08823,2.405884185
17,shapenr,SH AH P EH N R,3,test,natural,NatTest,3.015,3,0.000000167,line,2,76.40234,4.336013324
18,shapenr,SH AH P EH N R,62,test,natural,NatTest,3.015,3,0.000000167,line,2,14.3395,2.663017967
19,shapenr,SH AH P EH N R,34,test,natural,NatTest,3.015,3,0.000000167,line,1,24.10035,3.182226363
20,shapenr,SH AH P EH N R,65,test,natural,NatTest,3.015,3,0.000000167,line,2,83.34375,4.422973621
21,shapenr,SH AH P EH N R,25,test,natural,NatTest,3.015,3,0.000000167,line,2,29.95166,3.399584749
22,shapenr,SH AH P EH N R,59,test,natural,NatTest,3.015,3,0.000000167,line,2,37.76514,3.631386455
23,shapenr,SH AH P EH N R,77,test,natural,NatTest,3.015,3,0.000000167,line,2,121.1246,4.796819768
24,shapenr,SH AH P EH N R,8,test,natural,NatTest,3.015,3,0.000000167,line,2,70.32129,4.253074598
25,shapenr,SH AH P EH N R,7,test,natural,NatTest,3.015,3,0.000000167,line,2,20.83594,3.03667938
26,shapenr,SH AH P EH N R,42,test,natural,NatTest,3.015,3,0.000000167,line,1,117.2021,4.763899795
27,shapenr,SH AH P EH N R,65,test,natural,NatTest,3.015,3,0.000000167,line,2,118.8445,4.777815916
28,shapenr,SH AH P EH N R,50,test,natural,NatTest,3.015,3,0.000000167,line,2,82.0415,4.407225217
29,shapenr,SH AH P EH N R,33,test,natural,NatTest,3.015,3,0.000000167,line,2,79.04585,4.370028064
1,tighw,T AY W,73,test,natural,NatTest,4.648,5,0.0000109,line,2,37.33105,3.61982542
2,tighw,T AY W,77,test,natural,NatTest,4.648,5,0.0000109,line,1,18.23145,2.903148125
3,tighw,T AY W,49,test,natural,NatTest,4.648,5,0.0000109,line,2,13.11892,2.574055463
4,tighw,T AY W,29,test,natural,NatTest,4.648,5,0.0000109,line,1,7.813477,2.055850063
5,tighw,T AY W,78,test,natural,NatTest,4.648,5,0.0000109,line,2,9.766846,2.278993589
6,tighw,T AY W,12,test,natural,NatTest,4.648,5,0.0000109,line,1,17.58032,2.866780095
7,tighw,T AY W,11,test,natural,NatTest,4.648,5,0.0000109,line,2,18.2521,2.904280142
8,tighw,T AY W,33,test,natural,NatTest,4.648,5,0.0000109,line,2,8.4646,2.135892761
9,tighw,T AY W,10,test,natural,NatTest,4.648,5,0.0000109,line,1,31.26069,3.442361398
10,tighw,T AY W,2,test,natural,NatTest,4.648,5,0.0000109,line,1,22.37934,3.108138212
11,tighw,T AY W,59,test,natural,NatTest,4.648,5,0.0000109,line,1,20.06424,2.998939126
12,tighw,T AY W,50,test,natural,NatTest,4.648,5,0.0000109,line,2,18.88257,2.938239274
13,tighw,T AY W,34,test,natural,NatTest,4.648,5,0.0000109,line,2,5.208984,1.650384827
14,tighw,T AY W,51,test,natural,NatTest,4.648,5,0.0000109,line,2,54.75631,4.002892613
15,tighw,T AY W,51,test,natural,NatTest,4.648,5,0.0000109,line,2,15.76785,2.757973057
16,tighw,T AY W,64,test,natural,NatTest,4.648,5,0.0000109,line,2,5.89617,1.774302988
17,tighw,T AY W,45,test,natural,NatTest,4.648,5,0.0000109,line,2,45.55653,3.818953972
18,tighw,T AY W,80,test,natural,NatTest,4.648,5,0.0000109,line,2,16.27808,2.789819418
19,tighw,T AY W,33,test,natural,NatTest,4.648,5,0.0000109,line,1,11.79234,2.467450168
20,tighw,T AY W,5,test,natural,NatTest,4.648,5,0.0000109,line,2,85.95263,4.453796331
21,tighw,T AY W,13,test,natural,NatTest,4.648,5,0.0000109,line,2,27.35492,3.308896403
22,tighw,T AY W,40,test,natural,NatTest,4.648,5,0.0000109,line,2,27.34717,3.30861305
23,tighw,T AY W,49,test,natural,NatTest,4.648,5,0.0000109,line,2,26.04492,3.25982274
24,tighw,T AY W,38,test,natural,NatTest,4.648,5,0.0000109,line,2,37.76514,3.631386455
25,tighw,T AY W,34,test,natural,NatTest,4.648,5,0.0000109,line,2,11.06909,2.404156539
26,tighw,T AY W,68,test,natural,NatTest,4.648,5,0.0000109,line,1,21.48706,3.067450893
27,tighw,T AY W,43,test,natural,NatTest,4.648,5,0.0000109,line,2,35.50665,3.569720003
28,tighw,T AY W,53,test,natural,NatTest,4.648,5,0.0000109,line,2,134.1313,4.898819171
29,tighw,T AY W,45,test,natural,NatTest,4.648,5,0.0000109,line,2,32.54168,3.482521729
1,tilr,T IH L R,61,test,natural,NatTest,3.015,3,0.000039,line,2,65.25684,4.178330868
2,tilr,T IH L R,49,test,natural,NatTest,3.015,3,0.000039,line,1,21.48706,3.067450893
3,tilr,T IH L R,36,test,natural,NatTest,3.015,3,0.000039,line,2,13.89063,2.631214512
4,tilr,T IH L R,61,test,natural,NatTest,3.015,3,0.000039,line,1,11.06909,2.404156539
5,tilr,T IH L R,11,test,natural,NatTest,3.015,3,0.000039,line,2,7.813477,2.055850063
6,tilr,T IH L R,57,test,natural,NatTest,3.015,3,0.000039,line,1,42.34303,3.745803827
7,tilr,T IH L R,44,test,natural,NatTest,3.015,3,0.000039,line,2,59.06069,4.078565559
8,tilr,T IH L R,2,test,natural,NatTest,3.015,3,0.000039,line,2,37.13685,3.614609738
9,tilr,T IH L R,25,test,natural,NatTest,3.015,3,0.000039,line,1,471.4293,6.155769144
10,tilr,T IH L R,34,test,natural,NatTest,3.015,3,0.000039,line,1,13.89063,2.631214512
11,tilr,T IH L R,66,test,natural,NatTest,3.015,3,0.000039,line,1,23.15104,3.142039704
12,tilr,T IH L R,12,test,natural,NatTest,3.015,3,0.000039,line,2,46.45388,3.838459992
13,tilr,T IH L R,23,test,natural,NatTest,3.015,3,0.000039,line,2,33.21366,3.502961237
14,tilr,T IH L R,65,test,natural,NatTest,3.015,3,0.000039,line,2,46.14355,3.83175719
15,tilr,T IH L R,2,test,natural,NatTest,3.015,3,0.000039,line,2,24.75,3.208825489
16,tilr,T IH L R,34,test,natural,NatTest,3.015,3,0.000039,line,2,24.09155,3.181861157
17,tilr,T IH L R,75,test,natural,NatTest,3.015,3,0.000039,line,2,30.09635,3.404403902
18,tilr,T IH L R,26,test,natural,NatTest,3.015,3,0.000039,line,2,20.83594,3.03667938
19,tilr,T IH L R,7,test,natural,NatTest,3.015,3,0.000039,line,1,88.55273,4.483598194
20,tilr,T IH L R,40,test,natural,NatTest,3.015,3,0.000039,line,2,115.4658,4.748974382
21,tilr,T IH L R,27,test,natural,NatTest,3.015,3,0.000039,line,2,58.60469,4.070814728
22,tilr,T IH L R,8,test,natural,NatTest,3.015,3,0.000039,line,2,49.48535,3.901676666
23,tilr,T IH L R,1,test,natural,NatTest,3.015,3,0.000039,line,2,28.679,3.356165148
24,tilr,T IH L R,33,test,natural,NatTest,3.015,3,0.000039,line,2,113.2954,4.729998567
25,tilr,T IH L R,65,test,natural,NatTest,3.015,3,0.000039,line,2,21.96515,3.089457106
26,tilr,T IH L R,70,test,natural,NatTest,3.015,3,0.000039,line,1,54.69434,4.001760231
27,tilr,T IH L R,49,test,natural,NatTest,3.015,3,0.000039,line,2,23.1639,3.142595032
28,tilr,T IH L R,3,test,natural,NatTest,3.015,3,0.000039,line,2,160.1763,5.076275084
29,tilr,T IH L R,55,test,natural,NatTest,3.015,3,0.000039,line,2,72.94645,4.28972561
1,trefk,T R EH F K,27,test,natural,NatTest,2.676,3,0.000000221,line,2,79.94655,4.381358286
2,trefk,T R EH F K,25,test,natural,NatTest,2.676,3,0.000000221,line,1,69.01904,4.234382409
3,trefk,T R EH F K,12,test,natural,NatTest,2.676,3,0.000000221,line,2,68.06738,4.220498097
4,trefk,T R EH F K,56,test,natural,NatTest,2.676,3,0.000000221,line,1,134.1313,4.898819171
5,trefk,T R EH F K,17,test,natural,NatTest,2.676,3,0.000000221,line,2,22.13818,3.09730372
6,trefk,T R EH F K,9,test,natural,NatTest,2.676,3,0.000000221,line,1,33.20728,3.502769129
7,trefk,T R EH F K,53,test,natural,NatTest,2.676,3,0.000000221,line,2,59.90332,4.092731929
8,trefk,T R EH F K,51,test,natural,NatTest,2.676,3,0.000000221,line,2,83.99487,4.430755726
9,trefk,T R EH F K,38,test,natural,NatTest,2.676,3,0.000000221,line,1,66.4943,4.19711623
10,trefk,T R EH F K,1,test,natural,NatTest,2.676,3,0.000000221,line,1,125.018,4.828457727
11,trefk,T R EH F K,37,test,natural,NatTest,2.676,3,0.000000221,line,1,16.97743,2.831884815
12,trefk,T R EH F K,23,test,natural,NatTest,2.676,3,0.000000221,line,2,30.01529,3.401706918
13,trefk,T R EH F K,39,test,natural,NatTest,2.676,3,0.000000221,line,2,14.32471,2.661986018
14,trefk,T R EH F K,17,test,natural,NatTest,2.676,3,0.000000221,line,2,27.78125,3.324361333
15,trefk,T R EH F K,43,test,natural,NatTest,2.676,3,0.000000221,line,2,59.25,4.08176578
16,trefk,T R EH F K,27,test,natural,NatTest,2.676,3,0.000000221,line,2,46.27099,3.834515199
17,trefk,T R EH F K,73,test,natural,NatTest,2.676,3,0.000000221,line,2,68.68142,4.229478711
18,trefk,T R EH F K,59,test,natural,NatTest,2.676,3,0.000000221,line,2,24.10035,3.182226363
19,trefk,T R EH F K,18,test,natural,NatTest,2.676,3,0.000000221,line,1,28.64941,3.35513285
20,trefk,T R EH F K,27,test,natural,NatTest,2.676,3,0.000000221,line,2,120.6748,4.793099324
21,trefk,T R EH F K,76,test,natural,NatTest,2.676,3,0.000000221,line,2,30.60278,3.421090855
22,trefk,T R EH F K,58,test,natural,NatTest,2.676,3,0.000000221,line,2,71.65017,4.271795527
23,trefk,T R EH F K,41,test,natural,NatTest,2.676,3,0.000000221,line,2,64.46118,4.166063182
24,trefk,T R EH F K,58,test,natural,NatTest,2.676,3,0.000000221,line,2,171.2454,5.143097615
25,trefk,T R EH F K,5,test,natural,NatTest,2.676,3,0.000000221,line,2,32.55615,3.482966291
26,trefk,T R EH F K,51,test,natural,NatTest,2.676,3,0.000000221,line,1,61.20557,4.114238198
27,trefk,T R EH F K,44,test,natural,NatTest,2.676,3,0.000000221,line,2,15.45331,2.73782322
28,trefk,T R EH F K,65,test,natural,NatTest,2.676,3,0.000000221,line,2,32.56266,3.483166233
29,trefk,T R EH F K,65,test,natural,NatTest,2.676,3,0.000000221,line,2,34.03602,3.527419376
1,trocdal,T R AA K D AH L,66,test,natural,NatTest,3.138,3,5.82E-09,line,2,222.7395,5.406002927
2,trocdal,T R AA K D AH L,41,test,natural,NatTest,3.138,3,5.82E-09,line,1,317.0976,5.759209613
3,trocdal,T R AA K D AH L,5,test,natural,NatTest,3.138,3,5.82E-09,line,2,182.8997,5.208937915
