word,word_len,uni_prob,uni_prob_freq_weighted,uni_prob_smoothed,uni_prob_freq_weighted_smoothed,bi_prob,bi_prob_freq_weighted,bi_prob_smoothed,bi_prob_freq_weighted_smoothed,pos_uni_score,pos_uni_score_freq_weighted,pos_uni_score_smoothed,pos_uni_score_freq_weighted_smoothed,pos_bi_score,pos_bi_score_freq_weighted,pos_bi_score_smoothed,pos_bi_score_freq_weighted_smoothed
R N AA S IH P,6,-18.3454028712743,-18.346225539169552,-18.34024099057881,-18.340451944608986,-23.528868855575595,-23.520218673476702,-23.53521160766107,-23.52172354520555,1.25570510980165,1.2502734838717846,1.2554736160537765,1.2502197613410306,1.0090858259743618,1.008370961354275,1.0084939701124447,1.008222933446807
SH L IY B IH D,6,-20.444147165148532,-20.444400083928162,-20.472318801198192,-20.472383902928136,-inf,-inf,-27.035456358152565,-28.665978018925625,1.1850021252464233,1.1832504345380417,1.1848911705057505,1.1832219187239028,1.0115119617112687,1.0107882425076318,1.010536803229766,1.010527053265457
SH L EH Z IH G,6,-22.183825470101944,-22.183207243978153,-22.215168308234336,-22.21500102975408,-inf,-inf,-28.388713959431044,-29.38018577470297,1.153609596649578,1.1523266112877244,1.1536193113915274,1.1523316765013054,1.0069537132941493,1.007193340462579,1.0066429375889694,1.0071057321911834
SH M IY G IH F,6,-22.06964617770328,-22.069268207256037,-22.124355683021662,-22.124253983670652,-inf,-inf,-30.342090955315474,-31.45497969880001,1.131563344177529,1.1291313714720328,1.1316155682510651,1.1291459572779878,1.0029757764866387,1.0031946454282528,1.0029475793663492,1.0031723088143594
SH M AA T IH F,6,-20.88892761452056,-20.88895811790943,-20.9081007075519,-20.90810846290008,-inf,-inf,-26.814848445730217,-28.014857034339986,1.2038397132762468,1.205366266344175,1.2037128130796708,1.2053324033201884,1.0166095189748339,1.0163958794819865,1.015184308489746,1.0159885753333417
SH N IY G IH F,6,-21.271058098864188,-21.27082748354608,-21.310492635103305,-21.310430082466198,-inf,-inf,-30.31924123705421,-31.443137693575178,1.1661297138628792,1.1626808113486986,1.1661060875781344,1.1626773025173889,1.0026892271141818,1.003103358308283,1.002684005302037,1.0030829447649758
SH N EH P IH D,6,-19.857674099873,-19.85808455825868,-19.780847463429584,-19.780961079170787,-inf,-inf,-26.92071203453212,-28.29517555932102,1.2229582788549276,1.2237943279956993,1.2227576090271566,1.223741427474145,1.0101066491955817,1.009449595469606,1.0092421967902545,1.0092133142604942
SH R IY B IH D,6,-20.42286290471971,-20.423119255043293,-20.42049215265956,-20.420559392307705,-22.988210395326117,-23.166561299446347,-22.950675095743897,-23.15232873045774,1.23011321129582,1.2303957688770297,1.2299032675068196,1.2303418255825294,1.0183744103793597,1.0178176562928805,1.0168500967666778,1.0174088426052297
SH R EH P IH D,6,-20.137749137203418,-20.138120629609254,-20.035596111162175,-20.035700688215204,-22.572285123041066,-22.366324247113123,-22.563257615133196,-22.365058813069282,1.2577502039705248,1.263001226498364,1.257473188839231,1.2629271800319206,1.017771436106552,1.018174784540674,1.0162934977072404,1.0177551553845197
SH W EH P IH D,6,-22.33848978017252,-22.337580915318426,-22.16539570770081,-22.16520238119132,-inf,-inf,-25.055888265075975,-26.206792446620337,1.1782419148084633,1.181306866779314,1.1781393678748469,1.1812768815493961,1.0105651281915127,1.01045034754571,1.009663915293154,1.0101929843166766
SH W AA S IH P,6,-22.112976599873523,-22.112061938380894,-22.02227301452726,-22.022070119204745,-inf,-inf,-26.037116291004605,-27.33385989313326,1.1598165185234455,1.1559121954222273,1.1597953737767972,1.1559093373776976,1.0105758827111375,1.009636248377883,1.0098645552468675,1.0094615657105845
