ID,response,word,word_len,uni_prob,uni_prob_smoothed,uni_prob_freq_weighted,uni_prob_freq_weighted_smoothed,bi_prob,bi_prob_freq_weighted,bi_prob_smoothed,bi_prob_freq_weighted_smoothed,pos_uni_score,pos_uni_score_freq_weighted,pos_uni_score_smoothed,pos_uni_score_freq_weighted_smoothed,pos_bi_score,pos_bi_score_freq_weighted,pos_bi_score_smoothed,pos_bi_score_freq_weighted_smoothed
9872129,12,z ø ʒ i l,5,-22.93642060252837,-22.92962492587712,,,-50.0,,-24.4772263559713,,1.157513007334928,,1.157511308073952,,1.001760072495694,,1.0018712112846873,
9872129,90,m y ʒ ø z,5,-22.32662891088082,-22.320548883732773,,,-18.58658519622501,,-18.33479718703259,,1.187771311398157,,1.1877241782403851,,1.027167731420923,,1.0259561075629384,
9872129,85,b a ɟ ø ʒ,5,-24.86506702537125,-24.840191901679944,,,-50.0,,-23.420803652697536,,1.3358300822798563,,1.335532677648985,,1.0206378838430394,,1.0197712158697192,
9872129,77,b o p o ʒ,5,-21.602409734503315,-21.597154077744573,,,-17.33475181640033,,-17.45672173398626,,1.180862690747296,,1.1808313744606571,,1.012965315438448,,1.01249501576141,
9872129,30,v ø l ø h,5,-23.290063091036213,-23.286439930910383,,,-50.0,,-32.28412824653789,,1.0659556661882257,,1.066120812453014,,1.0,1.0,1.0002179098838746,1.0
9872129,19,g ɯ ʒ u ʒ,5,-24.04112686624343,-24.03110664696436,,,-50.0,,-24.742720107269367,,1.1331254198362304,,1.1331750499516993,,1.0024913344887347,,1.002578336813267,
9872129,90,ɫ o h u v,5,-18.593599295416848,-18.593027355857053,,,-24.06238500170176,,-23.99927255278523,,1.1612070751754773,,1.1612039662326097,,1.0043702249837334,,1.004350345813558,
9872129,91,n u v ø h,5,-19.914181691206203,-19.91262067096116,,,-50.0,,-27.03470635875693,,1.1319802610032077,,1.1320309822151344,,1.0023941627725557,,1.0024857126666045,
9872129,82,j o c ø f,5,-23.34087968343175,-23.33317516503285,,,-50.0,,-24.211050554951704,,1.1207079699595697,,1.1207782546784186,,1.0033803356801,,1.003419297076754,
9872129,88,d͡ʒ o c i c,5,-23.871817361041813,-23.859305221585515,,,-50.0,,-30.898696726610687,,1.1985751556303774,,1.1985054370150776,,1.000922153764827,,1.0010883145531615,
9872129,33,t͡ʃ i d͡ʒ ɯ t͡ʃ,5,-18.934215266206888,-18.933276777337888,,,-18.007434786889252,,-18.031020698229675,,1.1892406476791797,,1.1891896194854592,,1.007346548615294,,1.007170341171165,
9872129,25,v ɯ c ø c,5,-25.87442309272073,-25.860791705149087,,,-50.0,,-32.19927328021738,,1.0761529069919815,,1.076304970573472,,1.0002707972270364,,1.000474478028374,
9872129,12,z a ʒ o ʒ,5,-22.39965586755501,-22.390040433032706,,,-21.87536781165056,,-21.90077854150801,,1.3043020941229309,,1.3040574801062963,,1.0045825459876734,,1.004557699117261,
9872129,16,b e v e ʒ,5,-19.361992708840056,-19.357089418957003,,,-16.706821942985723,,-16.834862117610335,,1.3761639224927549,,1.3757870363920413,,1.0278984680883785,,1.0266329792683782,
9872129,8,h y ʒ a ʒ,5,-22.512279354827413,-22.5026197113713,,,-22.102878518280345,,-22.166868313437227,,1.3079157400202015,,1.3076496470041246,,1.0032923482443703,,1.0033251342986491,
9872129,61,l i l e h,5,-18.919528331099237,-18.9178451377934,,,-28.0860697294688,,-27.46035835823068,,1.2245450186213964,,1.2244264214977632,,1.0031029632868411,,1.0031441439625928,
9872129,68,l i ʒ a v,5,-20.23050859359168,-20.22480655852447,,,-26.93864092108832,,-26.6862720433174,,1.2954686251708838,,1.2952202250027611,,1.005853468543388,,1.005709010195803,
9872129,89,ɫ a c e c,5,-20.652231711132256,-20.640508256997418,,,-50.0,,-27.899065041129965,,1.386819495813845,,1.3864247108936807,,1.0035239470356945,,1.00355006691279,
9872129,96,l e ʒ i z,5,-20.353317059019144,-20.347771434708328,,,-23.404909965851168,,-23.138865417442208,,1.3100161638106471,,1.3097474876247677,,1.005750594004306,,1.005617778175364,
9872129,41,h a ʒ u z,5,-19.82947465460673,-19.824516645817976,,,-17.11965647191572,,-17.218070915836304,,1.3720422673264103,,1.3716726499377587,,1.0259268416966203,,1.0247640708076309,
9872129,99,m y ɾ e ɾ,5,-14.984624734814105,-14.985036874803626,,,-12.552940803573671,,-12.57913149636152,,1.489033852575989,,1.4884339967257736,,1.064327496486173,,1.060981828884185,
9872129,35,l e ʒ ɯ h,5,-21.03897463564812,-21.033303760433046,,,-30.18402807989924,,-29.20540471553685,,1.244495155727509,,1.2443470199359166,,1.0007952166504448,,1.0009691836637256,
9872129,79,d͡ʒ y b a ʒ,5,-20.242830063624115,-20.23767596274181,,,-19.67879062473088,,-19.79752495934659,,1.3058041354405645,,1.3055414123656015,,1.0127232269111113,,1.01223747830455,
9872129,69,v ø ɟ y m,5,-24.02986774956105,-24.009237901785745,,,-50.0,,-25.69225069164061,,1.09995900556369,,1.10005431962118,,1.002654692924395,,1.0027073865105098,
9872129,74,k ɯ k o n,5,-15.853117021089924,-15.853415179918208,,,-12.795133988211877,,-12.823178946592495,,1.321191395011316,,1.3208914663733455,,1.0259375020257335,,1.0247328374892803,
